addr	xrefs	len	value
71008487b0	1	10	%s%s.netrc
71008487c0	1	59	Moving trailers state machine from initialized to sending.\n
7100848800	1	44	Unable to allocate trailing headers buffer !
7100848830	1	46	operation aborted by trailing headers callback
7100848860	1	33	Successfully compiled trailers.\n
7100848888	1	29	operation aborted by callback
71008488a8	1	49	Read callback asked for PAUSE when not supported!
71008488e0	1	34	read function returned funny value
7100848908	1	5	%zx%s
7100848910	1	48	Signaling end of chunked upload after trailers.\n
7100848948	1	55	Signaling end of chunked upload via terminating chunk.\n
7100848980	1	28	Cannot rewind mime/post data
71008489a0	1	31	seek callback returned error %d
71008489c0	1	31	the ioctl callback returned %d\n
71008489e0	1	32	ioctl callback returned error %d
7100848a08	1	37	necessary data rewind wasn't possible
7100848a30	3	41	The requested document is not new enough\n
7100848a60	3	41	The requested document is not old enough\n
7100848a90	1	26	select/poll returned error
7100848ab0	1	55	Excess found: excess = %zd url = %s (zero-length body)\n
7100848ae8	1	27	Ignoring the response-body\n
7100848b08	1	41	The entire document is already downloaded
7100848b38	1	63	HTTP server doesn't seem to support byte ranges. Cannot resume.
7100848b78	1	30	Simulate a HTTP 304 response!\n
7100848b98	1	41	Failed reading the chunked-encoded stream
7100848bc8	1	22	%s in chunked-encoding
7100848be0	2	36	Leftovers after chunking: %zu bytes\n
7100848c08	2	85	Excess found in a read: excess = %zu, size = %ld, maxdownload = %ld, bytecount = %ld\n
7100848c60	1	56	we are done reading and this is set to close, stop send\n
7100848ca0	2	31	Failed to alloc scratch buffer!
7100848cc0	1	36	We are completely uploaded and fine\n
7100848ce8	1	30	Done waiting for 100-continue\n
7100848d08	1	48	transfer closed with %ld bytes remaining to read
7100848d40	1	52	transfer closed with outstanding read data remaining
7100848d78	1	11	No URL set!
7100848d88	1	32	Maximum (%ld) redirects followed
7100848db0	1	40	Issue another request to this URL: '%s'\n
7100848de0	1	24	Switch from POST to GET\n
7100848e00	1	28	Disables POST, goes with %s\n
7100848e20	1	41	REFUSED_STREAM, retrying a fresh connect\n
7100848e50	1	42	Connection died, retrying a fresh connect\n
7100848e80	0	27	Too long hexadecimal number
7100848ea0	1	39	Illegal or missing hexadecimal sequence
7100848ec8	1	24	Malformed encoding found
7100848ee8	1	26	Bad content-encoding found
7100848f08	7	6	1.2.11
7100848f10	7	45	Error while processing content unencoding: %s
7100848f40	7	89	Error while processing content unencoding: Unknown failure within decompression software.
7100848fa0	1	7	1.2.0.4
7100848fa8	1	77	Unrecognized content encoding type. libcurl understands %s content encodings.
7100849000	2	6	x-gzip
7100849008	4	7	deflate
7100849010	1	34	Curl_ipv4_resolve_r failed for %s\n
7100849040	3	6	Monday
7100849050	1	57	%31[ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz]
7100849090	1	16	%02d:%02d:%02d%n
71008490a8	1	11	%02d:%02d%n
71008490b8	3	7	Tuesday
71008490c0	3	9	Wednesday
71008490d0	3	8	Thursday
71008490e0	3	6	Friday
71008490e8	3	8	Saturday
71008490f8	3	6	Sunday
7100849188	1	42	Received last DATA packet block %d again.\n
71008491b8	1	61	Received unexpected DATA packet block %d, expecting block %d\n
71008491f8	2	48	Timeout waiting for block %d ACK.  Retries = %d\n
7100849230	1	23	tftp_rx: internal error
7100849248	1	57	set timeouts for state %d; Total %ld, retry %d maxtry %d\n
7100849288	1	40	Received ACK for block %d, expecting %d\n
71008492b8	1	43	tftp_tx: giving up waiting for block %d ack
71008492e8	1	34	tftp_tx: internal error, event: %i
7100849310	1	17	bind() failed; %s
7100849328	2	6	;mode=
7100849330	1	5	octet
7100849338	2	8	netascii
7100849348	1	24	TFTP file name too long\n
7100849368	1	8	%s%c%s%c
7100849378	2	5	tsize
7100849380	1	33	TFTP buffer too small for options
71008493a8	1	22	Connected for transmit
71008493c0	1	21	Connected for receive
71008493d8	1	31	tftp_send_first: internal error
71008493f8	1	13	TFTP finished
7100849408	1	28	Internal state machine error
7100849428	1	21	TFTP response timeout
7100849440	1	25	Received too short packet
7100849460	1	15	TFTP error: %s\n
7100849470	1	31	Malformed ACK packet, rejecting
7100849490	1	38	invalid blocksize value in OACK packet
71008494b8	1	36	blksize is larger than max supported
71008494e0	2	7	%s (%d)
71008494e8	1	37	blksize is smaller than min supported
7100849510	1	46	server requested blksize larger than allocated
7100849540	1	8	%s (%ld)
7100849550	1	9	requested
7100849560	1	24	blksize parsed from OACK
7100849580	1	16	%s (%d) %s (%d)\n
7100849598	1	22	tsize parsed from OACK
71008495b0	1	9	%s (%ld)\n
71008495c0	1	41	invalid tsize -:%s:- value in OACK packet
71008495f0	1	33	Internal error: Unexpected packet
7100849618	2	27	got option=(%s) value=(%s)\n
7100849638	2	7	blksize
7100849648	1	6	%c%03d
7100849650	3	5	%s %s
7100849658	1	11	LIST "%s" *
7100849668	1	25	UID FETCH %s BODY[%s]<%s>
7100849688	1	21	UID FETCH %s BODY[%s]
71008496a0	1	21	FETCH %s BODY[%s]<%s>
71008496b8	1	17	FETCH %s BODY[%s]
71008496d0	1	27	Cannot FETCH without a UID.
71008496f0	0	7	PREAUTH
71008496f8	3	10	CAPABILITY
7100849708	1	5	STORE
7100849710	1	6	SELECT
7100849718	2	5	FETCH
7100849720	1	7	EXAMINE
7100849728	2	6	SEARCH
7100849730	1	7	EXPUNGE
7100849750	1	32	Unexpected continuation response
7100849778	1	18	AUTHENTICATE %s %s
7100849790	1	15	AUTHENTICATE %s
71008497a0	1	11	LOGIN %s %s
71008497b0	3	46	No known authentication mechanisms supported!\n
71008497e0	3	5	AUTH=
71008497e8	1	11	UIDVALIDITY
71008497f8	1	9	MAILINDEX
7100849808	1	7	SECTION
7100849810	1	7	PARTIAL
7100849818	1	32	Cannot APPEND without a mailbox.
7100849840	2	12	Mime-Version
7100849850	2	17	Mime-Version: 1.0
7100849868	1	43	Cannot APPEND with unknown input file size\n
7100849898	1	23	APPEND %s (\Seen) {%ld}
71008498b0	2	37	Cannot SEARCH without a query string.
71008498d8	2	9	SEARCH %s
71008498e8	1	32	Cannot SELECT without a mailbox.
7100849910	1	9	SELECT %s
7100849920	1	43	PREAUTH connection, already authenticated!\n
7100849950	1	35	Got unexpected imap-server response
7100849978	0	13	LOGINDISABLED
7100849990	2	8	STARTTLS
71008499a0	2	23	STARTTLS not supported.
71008499b8	2	15	STARTTLS denied
71008499c8	3	24	Authentication cancelled
71008499e8	2	17	Access denied. %c
7100849a00	1	32	OK [UIDVALIDITY %19[0123456789]]
7100849a28	1	31	Mailbox UIDVALIDITY has changed
7100849a48	1	13	Select failed
7100849a58	1	28	Found %ld bytes to download\n
7100849a78	1	51	Written %zu bytes, %lu bytes are left for transfer\n
7100849ab0	1	31	Failed to parse FETCH response.
7100849ad8	1	5	IMAPS
7100849ae8	2	10	AUTH %s %s
7100849af8	4	7	AUTH %s
7100849b00	1	10	APOP %s %s
7100849b10	1	5	+APOP
7100849b20	4	7	USER %s
7100849b28	4	5	\n.\n
7100849b30	1	35	Got unexpected pop3-server response
7100849b68	1	19	STLS not supported.
7100849b80	1	25	Authentication failed: %d
7100849ba0	2	7	PASS %s
7100849bb0	1	5	POP3S
7100849bc0	1	15	RCPT TO:<%s@%s>
7100849bd0	1	12	RCPT TO:<%s>
7100849be0	1	9	 SMTPUTF8
7100849bf0	1	13	VRFY %s%s%s%s
7100849c08	1	7	%s %s%s
7100849c10	1	6	 AUTH=
7100849c18	1	6	 SIZE=
7100849c28	1	22	MAIL FROM:%s%s%s%s%s%s
7100849c40	2	7	EHLO %s
7100849c48	1	39	Got unexpected smtp-server response: %d
7100849c70	1	7	HELO %s
7100849c78	2	24	Remote access denied: %d
7100849ca0	1	32	Unexpectedly short EHLO response
7100849cc8	1	24	STARTTLS denied, code %d
7100849ce8	1	18	Command failed: %d
7100849d00	1	15	MAIL failed: %d
7100849d10	1	28	RCPT failed: %d (last error)
7100849d38	1	15	DATA failed: %d
7100849d48	1	15	RCPT failed: %d
7100849d68	1	5	SMTPS
7100849d78	1	23	server response timeout
7100849d90	1	17	select/poll error
7100849da8	1	38	cached response data too big to handle
7100849dd0	1	23	response reading failed
7100849de8	2	69	Excessive server response line length received, %zd bytes. Stripping\n
7100849e30	1	59	The CSeq of this request %ld did not match the response %ld
7100849e70	1	38	Got an RTP Receive with a CSeq of %ld\n
7100849e98	2	8	ANNOUNCE
7100849ea8	0	25	Accept: application/sdp\n
7100849ec8	0	13	GET_PARAMETER
7100849ed8	1	13	SET_PARAMETER
7100849ee8	0	6	RECORD
7100849ef0	0	8	DESCRIBE
7100849f00	0	5	SETUP
7100849f10	0	5	PAUSE
7100849f18	0	8	TEARDOWN
7100849f28	1	24	Got invalid RTSP request
7100849f48	1	38	Got invalid RTSP request: RTSPREQ_LAST
7100849f70	1	60	Refusing to issue an RTSP request [%s] without a session ID.
7100849fb0	3	9	Transport
7100849fc0	1	15	Transport: %s\n
7100849fd0	1	60	Refusing to issue an RTSP SETUP without a Transport: header.
710084a010	1	11	Range: %s\n
710084a028	1	38	CSeq cannot be set as a custom header.
710084a050	1	7	Session
710084a058	1	44	Session ID cannot be set as a custom header.
710084a088	1	27	%s %s RTSP/1.0\nCSeq: %ld\n
710084a0a8	1	13	Session: %s\n
710084a0b8	1	16	%s%s%s%s%s%s%s%s
710084a0d0	1	31	Content-Type: text/parameters\n
710084a0f0	1	31	Content-Type: application/sdp\n
710084a110	1	27	Failed sending RTSP request
710084a130	1	16	Cannot pause RTP
710084a148	1	23	Failed writing RTP data
710084a160	1	34	Got an error writing an RTP packet
710084a188	1	5	CSeq:
710084a190	1	5	: %ld
710084a198	1	36	Unable to read the CSeq header: [%s]
710084a1c0	1	8	Session:
710084a1d0	1	49	Got RTSP Session ID Line [%s], but wanted ID [%s]
710084a208	1	22	Got a blank Session ID
710084a228	0	29	Failed sending Gopher request
710084a248	1	6	GOPHER
710084a250	1	5	LOGIN
710084a258	2	8	EXTERNAL
710084a270	1	5	PLAIN
710084a278	0	11	OAUTHBEARER
710084a288	0	10	DIGEST-MD5
710084a298	0	8	CRAM-MD5
710084a2b0	1	41	Unsupported SASL authentication mechanism
710084a2f0	1	32	WARNING: Using weak random seed\n
710084a318	1	5	%02x:
710084a320	1	17	1.2.840.10040.4.1
710084a350	1	5	%s%lx
710084a358	1	36	%u%.2s-%.2s-%.2s %.2s:%.2s:%.2s %.*s
710084a380	1	41	%.4s-%.2s-%.2s %.2s:%.2s:%c%c%s%.*s%s%.*s
710084a3b0	1	10	   %s: %s\n
710084a3c0	1	7	Subject
710084a3c8	1	16	%2d Subject: %s\n
710084a3e0	1	6	Issuer
710084a3e8	1	14	   Issuer: %s\n
710084a400	1	7	Version
710084a408	1	24	   Version: %lu (0x%lx)\n
710084a428	1	13	Serial Number
710084a438	1	21	   Serial Number: %s\n
710084a450	1	19	Signature Algorithm
710084a468	1	27	   Signature Algorithm: %s\n
710084a488	1	10	Start Date
710084a498	1	18	   Start Date: %s\n
710084a4b0	1	11	Expire Date
710084a4c0	1	19	   Expire Date: %s\n
710084a4d8	1	20	Public Key Algorithm
710084a4f0	1	28	   Public Key Algorithm: %s\n
710084a510	3	13	rsaEncryption
710084a520	1	29	   RSA Public Key (%lu bits)\n
710084a548	1	14	RSA Public Key
710084a558	1	6	rsa(n)
710084a560	1	6	rsa(e)
710084a570	1	6	dsa(p)
710084a578	1	6	dsa(q)
710084a580	1	6	dsa(g)
710084a588	1	12	dsa(pub_key)
710084a598	2	14	dhpublicnumber
710084a5a8	1	5	dh(p)
710084a5b0	1	5	dh(g)
710084a5b8	1	11	dh(pub_key)
710084a5c8	1	9	Signature
710084a5d8	1	17	   Signature: %s\n
710084a5f0	0	27	-----BEGIN CERTIFICATE-----
710084a610	0	25	-----END CERTIFICATE-----
710084a650	1	13	dsa-with-sha1
710084a678	1	11	ecPublicKey
710084a688	1	19	1.2.840.10045.3.0.1
710084a6a0	1	10	c2pnb163v1
710084a6b0	1	17	1.2.840.10045.4.1
710084a6c8	1	15	ecdsa-with-SHA1
710084a6d8	1	17	1.2.840.10046.2.1
710084a6f0	1	20	1.2.840.113549.1.1.1
710084a708	1	20	1.2.840.113549.1.1.2
710084a720	1	20	md2WithRSAEncryption
710084a738	1	20	1.2.840.113549.1.1.4
710084a750	1	20	md5WithRSAEncryption
710084a768	1	20	1.2.840.113549.1.1.5
710084a780	1	21	sha1WithRSAEncryption
710084a798	1	21	1.2.840.113549.1.1.10
710084a7b0	1	10	RSASSA-PSS
710084a7c0	1	21	1.2.840.113549.1.1.14
710084a7d8	1	23	sha224WithRSAEncryption
710084a7f0	1	21	1.2.840.113549.1.1.11
710084a808	1	23	sha256WithRSAEncryption
710084a820	1	21	1.2.840.113549.1.1.12
710084a838	1	23	sha384WithRSAEncryption
710084a850	1	21	1.2.840.113549.1.1.13
710084a868	1	23	sha512WithRSAEncryption
710084a880	1	18	1.2.840.113549.2.2
710084a8a0	1	18	1.2.840.113549.2.5
710084a8c0	1	13	1.3.14.3.2.26
710084a8e0	1	7	2.5.4.4
710084a8f0	1	7	2.5.4.5
710084a8f8	1	12	serialNumber
710084a908	1	7	2.5.4.6
710084a910	1	7	2.5.4.7
710084a918	1	7	2.5.4.8
710084a928	1	7	2.5.4.9
710084a930	1	13	streetAddress
710084a940	1	8	2.5.4.10
710084a950	1	8	2.5.4.11
710084a968	1	8	2.5.4.12
710084a978	1	8	2.5.4.13
710084a988	1	8	2.5.4.17
710084a998	1	10	postalCode
710084a9a8	1	8	2.5.4.41
710084a9b8	1	8	2.5.4.42
710084a9c8	1	9	givenName
710084a9d8	1	8	2.5.4.43
710084a9e8	1	8	initials
710084a9f8	1	8	2.5.4.44
710084aa08	1	19	generationQualifier
710084aa20	1	8	2.5.4.45
710084aa30	1	20	X500UniqueIdentifier
710084aa48	1	8	2.5.4.46
710084aa58	1	11	dnQualifier
710084aa68	1	8	2.5.4.65
710084aa78	1	9	pseudonym
710084aa88	1	20	1.2.840.113549.1.9.1
710084aaa0	1	12	emailAddress
710084aab0	1	8	2.5.4.72
710084aac8	1	14	subjectAltName
710084aad8	1	9	2.5.29.18
710084aae8	1	13	issuerAltName
710084ab08	1	16	basicConstraints
710084ab20	1	22	2.16.840.1.101.3.4.2.4
710084ab38	1	6	sha224
710084ab40	1	22	2.16.840.1.101.3.4.2.1
710084ab58	1	6	sha256
710084ab60	1	22	2.16.840.1.101.3.4.2.2
710084ab78	1	6	sha384
710084ab80	1	22	2.16.840.1.101.3.4.2.3
710084ab98	1	6	sha512
710084aba0	1	37	a DOH request is completed, %u to go\n
710084abc8	1	15	DOH request %s\n
710084abd8	1	33	Failed to encode DOH packet [%d]\n
710084ac00	1	9	%s?dns=%s
710084ac10	1	37	Content-Type: application/dns-message
710084ac38	1	14	bad error code
710084ac50	1	9	Bad label
710084ac60	1	12	Out of range
710084ac70	2	9	Too small
710084ac80	1	6	Bad ID
710084ac88	1	9	Bad RCODE
710084ac98	1	15	Unexpected TYPE
710084aca8	1	16	Unexpected CLASS
710084acc0	1	9	Malformat
710084acd0	2	10	No content
710084ace0	1	10	Label loop
710084acf0	1	12	RDATA length
710084ad00	1	25	Could not DOH-resolve: %s
710084ad20	1	23	DOH: %s type %s for %s\n
710084ad38	1	18	DOH Host name: %s\n
710084ad50	1	16	TTL: %u seconds\n
710084ad68	1	19	DOH A: %u.%u.%u.%u\n
710084ad80	2	10	DOH AAAA: 
710084ad90	1	10	%s%02x%02x
710084ada0	1	10	CNAME: %s\n
710084adb0	1	24	0123456789abcdefABCDEF:.
710084add0	4	6	%%%02x
710084adf0	1	10	localhost/
710084ae00	1	10	127.0.0.1/
710084ae10	1	35	[%*45[0123456789abcdefABCDEF:.]%c%n
710084ae38	1	10	%*[^]]%c%n
710084ae50	1	5	dict.
710084ae58	1	5	ldap.
710084ae60	1	5	imap.
710084ae68	1	5	smtp.
710084ae70	1	5	pop3.
710084ae78	1	13	file://%s%s%s
710084ae88	1	7	%%25%s]
710084ae90	1	35	%s://%s%s%s%s%s%s%s%s%s%s%s%s%s%s%s
710084aeb8	1	8	%s/%s@%s
710084aec8	1	5	%s@%s
710084aed0	1	67	%s %02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x
710084af90	1	25	Can't open %s for writing
710084afb0	1	24	Can't get the size of %s
710084afd0	1	22	Accept-ranges: bytes\n
710084afe8	1	53	Last-Modified: %s, %02d %s %4d %02d:%02d:%02d GMT\n%s
710084b020	1	27	Can't get the size of file.
710084b040	1	33	failed to resume file:// transfer
710084b068	0	21	Couldn't open file %s
710084b088	1	32	ftp server doesn't support SIZE\n
710084b0b0	1	43	Instructs server to resume from offset %ld\n
710084b0e0	1	8	REST %ld
710084b0f0	3	7	RETR %s
710084b0f8	1	30	Connect data stream passively\n
710084b118	1	29	Failed EPSV attempt, exiting\n
710084b138	1	36	Failed EPSV attempt. Disabling EPSV\n
710084b168	0	7	APPE %s
710084b170	1	7	STOR %s
710084b178	3	7	SIZE %s
710084b180	1	33	File already completely uploaded\n
710084b1a8	2	24	getsockname() failed: %s
710084b1c8	1	50	failed to resolve the address provided to PORT: %s
710084b200	2	47	bind(port=%hu) on non-local address failed: %s\n
710084b230	1	25	bind(port=%hu) failed: %s
710084b250	2	18	socket failure: %s
710084b268	1	14	%s |%d|%s|%hu|
710084b278	1	32	Failure sending EPRT command: %s
710084b2a0	1	32	Failure sending PORT command: %s
710084b2c8	1	35	bind() failed, we ran out of ports!
710084b2f0	1	10	%c%c%c%u%c
710084b300	1	33	Illegal port number in EPSV reply
710084b328	1	28	Weirdly formatted EPSV reply
710084b348	1	56	Skip %u.%u.%u.%u for data connection, re-use %s instead\n
710084b388	1	11	%u.%u.%u.%u
710084b398	1	28	Bad PASV/EPSV response: %03d
710084b3b8	1	31	Can't resolve proxy host %s:%hu
710084b3d8	1	29	Can't resolve new host %s:%hu
710084b3f8	1	30	Connecting to %s (%s) port %d\n
710084b418	1	35	Couldn't interpret the 227-response
710084b440	1	47	Doing the SSL/TLS handshake on the data stream\n
710084b470	1	39	Uploading to a URL without a file name!
710084b498	1	43	Request has same path as previous transfer\n
710084b4c8	0	32	Failure sending QUIT command: %s
710084b4f0	1	32	Error accept()ing server connect
710084b518	1	32	Connection accepted from server\n
710084b540	4	7	TYPE %c
710084b548	1	7	MDTM %s
710084b550	4	6	CWD %s
710084b558	1	7	PRET %s
710084b560	1	12	PRET STOR %s
710084b570	1	12	PRET RETR %s
710084b580	1	7	REST %d
710084b588	1	25	Couldn't set desired mode
710084b5a8	1	52	Got a %03d response code instead of the assumed 200\n
710084b5e0	1	20	FTP response timeout
710084b5f8	1	49	FTP response aborted due to select/poll error: %d
710084b630	2	24	We got a 421 - timeout!\n
710084b650	1	28	Checking for server connect\n
710084b670	2	52	Accept timeout occurred while waiting server connect
710084b6a8	1	55	There is negative response in cache while serv connect\n
710084b6e0	1	38	Error while waiting for server connect
710084b708	1	44	Ready to accept data connection from server\n
710084b738	1	47	Ctrl conn has data while waiting for data conn\n
710084b768	1	44	Preparing for accepting server on data port\n
710084b798	1	7	PBSZ %d
710084b7a0	1	52	Got a %03d ftp-server response when 220 was expected
710084b7d8	1	47	unsupported parameter to CURLOPT_FTPSSLAUTH: %d
710084b808	1	7	ACCT %s
710084b810	1	33	ACCT requested but none available
710084b838	1	19	Access denied: %03d
710084b850	1	29	ACCT rejected by server: %03d
710084b870	1	7	PROT %c
710084b880	1	41	Failed to clear the command channel (CCC)
710084b8b8	2	19	Entry path is '%s'\n
710084b8d0	1	26	Failed to figure out path\n
710084b8f0	1	6	OS/400
710084b8f8	1	14	SITE NAMEFMT 1
710084b908	1	29	QUOT command failed with %03d
710084b928	1	6	MKD %s
710084b930	1	50	Server denied you to change to the given directory
710084b968	1	23	Failed to MKD dir: %03d
710084b980	1	24	%04d%02d%02d%02d%02d%02d
710084b9a0	1	31	%04d%02d%02d %02d:%02d:%02d GMT
710084b9c0	1	51	Last-Modified: %s, %02d %s %4d %02d:%02d:%02d GMT\n
710084b9f8	1	30	unsupported MDTM reply format\n
710084ba18	1	25	Given file does not exist
710084ba38	1	25	Skipping time comparison\n
710084ba58	1	17	Couldn't use REST
710084ba70	1	31	PRET command not accepted: %03d
710084ba90	1	21	disabling EPRT usage\n
710084baa8	1	17	Failed to do PORT
710084bac0	1	29	Connect data stream actively\n
710084bae0	1	6	 bytes
710084bae8	4	18	Maxdownload = %ld\n
710084bb00	1	28	Getting file with size: %ld\n
710084bb20	2	40	Data conn was not available immediately\n
710084bb50	1	19	RETR response: %03d
710084bb68	1	22	Failed FTP upload: %0d
710084bb80	1	27	Wildcard - Parsing started\n
710084bba0	1	25	Wildcard - START of "%s"\n
710084bbc0	1	32	Wildcard - "%s" skipped by user\n
710084bbe8	1	36	ftp_perform ends with SECONDARY: %d\n
710084bc10	1	31	Remembering we are in dir "%s"\n
710084bc30	1	32	Failure sending ABOR command: %s
710084bc58	1	29	control connection looks dead
710084bc78	1	47	partial download completed, closing connection\n
710084bca8	1	32	server did not report OK, got %d
710084bcd0	1	51	Uploaded unaligned file size (%ld out of %ld bytes)
710084bd08	1	37	Received only partial file: %ld bytes
710084bd30	1	21	No data was received!
710084bd48	1	28	QUOT string not accepted: %s
710084bd70	1	6	total 
710084bd78	1	8	rwx-tTsS
710084bd88	1	11	0123456789-
710084bd98	1	14	APM0123456789:
710084bdb0	1	23	Would block sending EOF
710084bdc8	1	29	Unable to send EOF on channel
710084bde8	1	41	Unable to allocate space for channel data
710084be18	1	46	Failed allocating memory for channel type name
710084be48	1	45	Unable to allocate temporary space for packet
710084be78	1	40	Would block sending channel-open request
710084bea8	1	35	Unable to send channel-open request
710084bed0	5	11	Would block
710084bee0	4	22	Unexpected packet size
710084bef8	1	50	Channel open failure (administratively prohibited)
710084bf30	1	37	Channel open failure (connect failed)
710084bf58	1	43	Channel open failure (unknown channel type)
710084bf88	1	40	Channel open failure (resource shortage)
710084bfb8	1	20	Channel open failure
710084bfd8	1	43	Unable to allocate memory for setenv packet
710084c008	0	13	tcpip-forward
710084c018	0	68	Would block sending global-request packet for forward listen request
710084c060	1	63	Unable to send global-request packet for forward listen request
710084c0a0	0	44	Unable to allocate memory for listener queue
710084c0d0	0	45	Unable to complete request for forward-listen
710084c100	1	25	Channel can not be reused
710084c120	1	53	Unable to allocate memory for channel-process request
710084c158	1	35	Would block sending channel request
710084c180	1	30	Unable to send channel request
710084c1a0	1	34	Failed waiting for channel success
710084c1c8	1	54	Unable to complete request for channel-process-startup
710084c200	1	33	Would block sending window adjust
710084c228	1	59	Unable to send transfer-window adjustment packet, deferring
710084c268	3	24	Unexpected packet length
710084c288	1	14	transport read
710084c298	1	11	would block
710084c2a8	1	33	We've already closed this channel
710084c2d0	1	52	EOF has already been received, data might be ignored
710084c308	1	36	Failure while draining incoming flow
710084c330	2	27	Unable to send channel data
710084c350	1	43	Receiving channel window has been exhausted
710084c380	1	37	_libssh2_transport_read() bailed out!
710084c3a8	1	46	Unable to send EOF, but closing channel anyway
710084c3d8	1	33	Would block sending close-channel
710084c400	1	56	Unable to send close-channel request, but closing anyway
710084c440	1	70	libssh2_channel_wait_closed() invoked when channel is not in EOF state
710084c488	4	7	session
710084c490	1	9	channel.c
710084c4a0	1	20	cancel-tcpip-forward
710084c4b8	1	35	Would block sending forward request
710084c4e0	1	8	nistp256
710084c4f0	1	8	nistp384
710084c500	1	8	nistp521
710084c510	2	40	ecdsa-sha2-nistp521-cert-v01@openssh.com
710084c540	2	40	ecdsa-sha2-nistp384-cert-v01@openssh.com
710084c570	2	40	ecdsa-sha2-nistp256-cert-v01@openssh.com
710084c5a0	6	18	ecdh-sha2-nistp256
710084c5b8	3	18	ecdh-sha2-nistp384
710084c5d0	2	18	ecdh-sha2-nistp521
710084c5e8	1	26	Host key data is too short
710084c608	1	52	Unable to allocate memory for a copy of the host key
710084c640	2	37	Unable to initialize hostkey importer
710084c668	3	21	Unexpected key length
710084c680	1	33	Unexpected ecdh server sig length
710084c6a8	1	35	Unable to create ECDH shared secret
710084c6d0	2	31	Unable to allocate buffer for K
710084c6f0	4	22	SSH-2.0-libssh2_1.10.0
710084c708	2	34	Unable to verify hostkey signature
710084c730	2	30	Unable to send NEWKEYS message
710084c750	2	29	Timed out waiting for NEWKEYS
710084c770	1	31	Unknown SHA digest for EC curve
710084c790	2	40	Unable to allocate buffer for SHA digest
710084c7c0	1	28	Unknown KEX nistp curve type
710084c7e0	1	28	Unable to create private key
710084c800	1	24	Unable to send ECDH_INIT
710084c820	1	36	Timeout waiting for ECDH_REPLY reply
710084c848	1	31	sha algo value is unimplemented
710084c868	1	29	dh modulus value is too large
710084c888	1	19	Out of memory error
710084c8a0	1	31	Unable to send KEX init message
710084c8c0	1	31	Timed out waiting for KEX reply
710084c8e0	1	23	Could not copy host key
710084c8f8	1	21	Unable to get f value
710084c910	1	19	Unable to get h sig
710084c928	1	5	kex.c
710084c930	1	37	Unable to send Group Exchange Request
710084c958	1	35	Timeout waiting for GEX_GROUP reply
710084c980	2	16	Unexpected value
710084c998	1	44	Unable to send Group Exchange Request SHA256
710084c9c8	1	42	Timeout waiting for GEX_GROUP reply SHA256
710084c9f8	1	25	Unable to allocate memory
710084ca18	1	45	Unable to get random bytes for KEXINIT cookie
710084ca48	1	44	Unable to send KEXINIT packet to remote host
710084ca78	1	35	Unrecoverable error exchanging keys
710084caa0	1	43	Invalid parameter specified for method_type
710084cad0	1	44	Error allocated space for method preferences
710084cb00	1	51	The requested method(s) are not currently supported
710084cb38	1	36	diffie-hellman-group-exchange-sha256
710084cb60	1	34	diffie-hellman-group-exchange-sha1
710084cb88	1	29	diffie-hellman-group18-sha512
710084cba8	1	29	diffie-hellman-group16-sha512
710084cbc8	1	29	diffie-hellman-group14-sha256
710084cbe8	1	27	diffie-hellman-group14-sha1
710084cc08	1	26	diffie-hellman-group1-sha1
710084cc28	1	26	hmac-ripemd160@openssh.com
710084cc48	1	14	hmac-ripemd160
710084cc58	1	11	hmac-md5-96
710084cc68	1	8	hmac-md5
710084cc78	1	12	hmac-sha1-96
710084cc88	1	9	hmac-sha1
710084cc98	1	13	hmac-sha2-256
710084cca8	1	13	hmac-sha2-512
710084ccb8	1	28	former error forgotten (OOM)
710084ccd8	1	45	Unable to allocate memory for base64 decoding
710084cd08	1	14	Invalid base64
710084cd18	1	20	Invalid MAC received
710084cd30	1	17	socket disconnect
710084cd48	1	35	Packet received for unknown channel
710084cd70	1	64	Packet contains more data than we offered to receive, truncating
710084cdb8	1	48	The current receive window is full, data ignored
710084cdf0	1	60	Remote sent more data than current window allows, truncating
710084ce30	0	11	exit-status
710084ce40	0	11	exit-signal
710084ce50	1	22	memory for signal name
710084ce68	2	15	forwarded-tcpip
710084ce78	1	33	Data too short extracting channel
710084cea0	1	37	Data too short extracting window size
710084cec8	1	32	Data too short extracting packet
710084cef0	1	30	Data too short extracting host
710084cf10	1	30	Data too short extracting port
710084cf30	1	31	Data too short extracting shost
710084cf50	1	31	Data too short extracting sport
710084cf70	2	47	Unable to allocate a channel for new connection
710084cfa0	2	40	Unable to send channel open confirmation
710084cfd0	1	21	Forward not requested
710084cfe8	2	27	Unable to send open failure
710084d010	1	22	unexpected data length
710084d028	1	30	unexpected sender channel size
710084d048	1	22	unexpected window size
710084d060	1	20	unexpected host size
710084d078	1	20	unexpected port size
710084d090	2	37	allocate a channel for new connection
710084d0b8	1	23	X11 Forward Unavailable
710084d0d0	2	51	Unable to allocate a command buffer for SCP session
710084d108	1	9	scp -%sf 
710084d118	3	31	Would block starting up channel
710084d140	2	34	Would block requesting SCP startup
710084d168	1	34	Would block sending initial wakeup
710084d190	2	36	Would block waiting for SCP response
710084d1b8	1	27	Failed reading SCP response
710084d1d8	1	21	Failed to get memory 
