rodata_va	n_refs	string	sample_text_pcs
0x7183e950	1	Content index     :	0x71430684
0x7183e968	1	SDK addon version :	0x714306e0
0x7183e980	1	Key generation    :	0x7143073c
0x7183e998	1	Sig key generation:	0x714308f4
0x7183e9b0	1	RightsId          :	0x7143097c
0x7183e9c8	1	Section[	0x71430a68
0x7183e9d8	1	start sect:	0x71430c28
0x7183e9e8	1	end sect  :	0x71431084
0x7183e9f8	1	length    :	0x71431570
0x7183ea08	1	Version   :	0x71431698
0x7183ea18	4	 Unknown	0x71431fa4,0x71431ff0,0x71432020,0x7150d158
0x7183ea28	1	FS type   :	0x71431854
0x7183ea38	1	Hash type :	0x71431a00
0x7183ea48	1	Encryption:	0x71431bac
0x7183ea58	1	Has patch info :	0x71431c90
0x7183ea70	1	Has sparse info:	0x71431d6c
0x7183ea88	1	Has compression:	0x71431e48
0x7183eaa0	1	Titlekey initialized successfully	0x71431f14
0x7183eae8	5	Is optional	0x71049584,0x7104a634,0x7104abe4,0x7104af54,0x7104e084
0x7183eaf8	5	Free communication	0x710495b0,0x7104a660,0x7104ac10,0x7104af80,0x7104e0b0
0x7183eb10	5	Suppress Gamecard Access	0x710495cc,0x7104a67c,0x7104ac2c,0x7104af9c,0x7104e0cc
0x7183ffa0	1	Darkroom	0x7143eb2c
0x7183ffd8	1	\u%04x	0x71447e0c
0x7183ffe0	1	\u%04x\u%04x	0x71447fe0
0x7183fff0	1	invalid UTF-8 byte at index	0x714481ac
0x71840018	1	incomplete UTF-8 string; last byte: 0x	0x714480f4
0x71840040	2	\ufffd	0x71447f9c,0x714480a4
0x71840050	1	cannot use operator[] with a string argument with	0x71448658
0x718400b0	2	"bytes": [	0x71449490,0x71449ce8
0x718400c8	2	"subtype":	0x714499e0,0x71449ca8
0x718400d8	2	{"bytes":[	0x71449568,0x71449d20
0x718400e8	2	],"subtype":	0x71449aac,0x71449cfc
0x71840100	2	<discarded>	0x714490bc,0x71449c40
0x71840248	1	[{}]{}{}	0x71463454
0x71840258	1	/switch	0x71463cec
0x71840260	1	Not enough memory	0x7146a5c8
0x71840278	3	fit_type	0x7146b4bc,0x7146b520,0x7146b528
0x71840390	2	ftp://	0x71489414,0x7148f4ac
0x71840398	2	sftp://	0x71489494,0x7148f4c4
0x718403a0	2	github:	0x71489500,0x7148f570
0x718403a8	2	FTP_install	0x7148ad88,0x7148c720
0x718403b8	1	FTP_saves	0x7148b51c
0x718403c8	1	FTP_apps	0x7148bc98
0x718403d8	5	Last server URL	0x7148e988,0x7148f260,0x7148f718,0x7148f9d0,0x7148fb10
0x718403e8	2	Apache HTTP	0x7148f300,0x71490e90
0x718403f8	1	webdav://	0x7148f4dc
0x71840408	1	webdavs://	0x7148f4ec
0x71840420	2	HTTP URL List	0x71490714,0x7158a5fc
0x71840430	1	DevTest	0x71497270
0x71840438	1	AlbumHttpServer	0x714983a0
0x71840448	1	InstalledGamesHttpServer	0x7149864c
0x71840468	1	SDCardHttpServer	0x71498920
0x718404c0	1	MTPMountContents	0x714a2a58
0x718404d8	1	contents	0x714a2b4c
0x718404f8	1	FTP_Save	0x714b3bfc
0x71840510	1	SaveValidating	0x714b6f54
0x71840530	1	Development	0x714f588c
0x71840540	1	Production	0x714f85b0
0x71840550	1	SystemInfo	0x714f9ad0
0x718405a0	1	  Windows-1251	0x71500954
0x718405c0	1	  IBM 866	0x715009ec
0x718405e0	1	  KOI8-R	0x71500a84
0x71840600	1	  ISO-8859-5	0x71500b1c
0x71840620	1	  IBM 855	0x71500bb4
0x71840640	1	  MacCyrillic	0x71500c4c
0x71840660	1	  UTF-8	0x71500ce4
0x71840678	1	  UTF-16BE	0x71500d7c
0x71840698	1	  UTF-16LE	0x71500e14
0x718406e0	12	basic_string::erase	0x7150c228,0x715ebd7c,0x717bc9a0,0x717bd080,0x717c97d8
0x718406f8	2	basic_string::replace	0x7150c17c,0x717f8088
0x71840730	2	Server	0x7151d370,0x716bc364
0x71840748	1	Static	0x7151f0a8
0x71840780	1	sdmc:/hbmenu.nro	0x7153ae18
0x71840798	1	Homebrew menu	0x7153ae4c
0x718407a8	5	/dbiplaceholder	0x7155387c,0x71553898,0x71553b20,0x71555264,0x71555a14
0x718407b8	1	/Contents/registered	0x7155810c
0x718407d0	1	Firmware/	0x715592e0
0x718407e0	1	{}.{}.{}-{}.{}.zip	0x71559480
0x718407f8	1	({:>3}/{:>3}) {}	0x71559d60
0x71840810	1	/hbmenu.nro	0x7156551c
0x71840820	2	TitleDB	0x71564010,0x71577b30
0x71840828	2	DBIUpdateURL	0x7156641c,0x7157aecc
0x71840838	1	ntp.msk-ix.ru	0x715740ec
0x71840890	1	sdmc:/tmp_titledb.json	0x71577bf0
0x718408b0	1	Error during parse file	0x715785c8
0x718408c8	1	updateDBIFromURL {}	0x715793dc
0x718409c0	1	Can not resolve server	0x7153d88c
0x718409d8	3	Socket creation error	0x7153d7cc,0x7153d800,0x7153d858
0x718409f0	2	Communication error	0x7153d740,0x7153d774
0x71840a08	1	Connection timeout	0x7153d6f0
0x71840a20	1	UpdateCheck	0x7157c470
0x71840a30	1	UpdateTitles	0x7158acec
0x71840a40	1	BlockAllTitlesWithLFS	0x7158db68
0x71840a60	2	] Blacklisted	0x7158de74,0x71591cdc
0x71840a70	2	] -> [v	0x715922e8,0x715942c8
0x71840a88	1	: New DLC	0x71591e78
0x71840a98	1	Installer	0x71594d80
0x71840ab0	1	USB Browser	0x7159ba78
0x71840ac8	1	Unknown archive type	0x715a31b0
0x71840ae0	1	 /firmware/	0x715a6590
0x71840af0	3	Filtering	0x715a9b20,0x715e5270,0x715e553c
0x71840b00	1	InheritFilter	0x715a9b3c
0x71840b10	1	BrowseAppsFromFiles	0x715aa2ac
0x71840b90	2	  #{}: {}	0x715c10c0,0x715c29bc
0x71840ba0	1	 [{}x{}]	0x715c29d4
0x71840bb0	1	 {} frames	0x715c29fc
0x71840be0	1	 {}bit	0x715c1108
0x71840be8	1	ApplicationId	0x715c5fcc
0x71840bf8	1	0100000000001000	0x715c5fdc
0x71840c10	1	NspInfo	0x715ccfe8
0x71840c18	1	^/Program \d+(.*)	0x715dcc60
0x71840c88	1	MPEG-4	0x715bf0d0
0x71840ca8	1	AVC Intra	0x715bf170
0x71840cc0	1	JPEG 2000	0x715bf1c0
0x71840cd8	1	Motion JPEG	0x715bf210
0x71840d18	1	E-AC-3	0x715bf488
0x71840d38	1	DTS-HD	0x715bf508
0x71840d48	1	DTS-HD MA	0x715bf548
0x71840d80	1	G.711 A-law	0x715bf608
0x71840de0	1	AAC Main	0x715bf958
0x71840df0	1	AAC LC	0x715bf988
0x71840df8	1	AAC SSR	0x715bf9b0
0x71840e00	1	AAC LTP	0x715bf9d8
0x71840e10	1	AAC Scalable	0x715bfa28
0x71840e20	1	TwinVQ	0x715bfa50
0x71840e40	1	Main Synthetic	0x715bfaf0
0x71840e50	1	Wavetable Synthesis	0x715bfb18
0x71840e68	1	General MIDI	0x715bfb40
0x71840e78	1	Algorithmic Synthesis	0x715bfb68
0x71840e90	1	ER AAC LC	0x715bfb90
0x71840ea0	1	ER AAC LTP	0x715bfbb8
0x71840eb0	1	ER AAC Scalable	0x715bfbe0
0x71840ec0	1	ER TwinVQ	0x715bfc08
0x71840ed0	1	ER BSAC	0x715bfc30
0x71840ed8	1	ER AAC LD	0x715bfc58
0x71840ee8	1	ER CELP	0x715bfc80
0x71840ef0	1	ER HVXC	0x715bfca8
0x71840ef8	1	ER HILN	0x715bfcd0
0x71840f00	1	ER Parametric	0x715bfcf8
0x71840f20	1	MPEG Surround	0x715bfd70
0x71840f30	1	Layer-1	0x715bfd98
0x71840f38	1	Layer-2	0x715bfdc0
0x71840f40	1	Layer-3	0x715bfde8
0x71840f60	1	SLS non-core	0x715bfe88
0x71840f70	1	ER AAC ELD	0x715bfeb0
0x71840f80	1	SMR Simple	0x715bfed8
0x71840f90	1	SMR Main	0x715bff04
0x71840fb8	8	FilterFolders	0x715e58b8,0x715e5a18,0x715e5abc,0x715e5b4c,0x715e5bdc
0x71840fd0	2	stoull	0x715e5fc0,0x715e67ec
0x71840fd8	1	DLC {:04} {}	0x715e59c8
0x71841030	1	folder.jpg	0x715e6e0c
0x71841040	1	ShowFolderImage	0x715e7744
0x71841050	1	HideFolderJpg	0x715e6f78
0x71841268	1	{:.2f}/{} {}	0x715ea6a8
0x71841328	1	Internal error: no action	0x715ef744
0x71841350	1	%Y.%m.%d_%H.%M.%S	0x715f5b4c
0x71841368	1	Mtp_Debug	0x7104ddac
0x71841378	1	MtpI_Debug	0x7104ddd0
0x71841390	1	Runtime exception	0x715f6830
0x718413c8	1	Bad URI syntax	0x715f6840
0x71841420	1	URI encoding: no hex digit following percent sign	0x715f8994
0x71841458	1	URI encoding: two hex digits must follow percent sign	0x715f8a74
0x71841490	2	URI encoding: not a hex digit	0x715f89e8,0x715f8a40
0x718414b0	1	unterminated IPv6 address	0x715f9144
0x718414d0	1	bad or invalid port number	0x715f9248
0x718414f0	1	URI scheme must be followed by authority or path	0x715f96d4
0x71841530	1	?#/:;+@	0x7104de30
0x71841538	1	?#/:;+@&=	0x7104de44
0x71841548	1	%<>{}|\"^`!*'()$,[]	0x7104de6c
0x71841560	1	{} -> {}	0x715fc494
0x71841570	4	named_files	0x715fef3c,0x7160093c,0x71638674,0x7163e90c
0x71841580	1	HashingFile	0x71618534
0x71841598	1	LevelFile	0x71612310
0x718415e8	1	ibm855	0x71641e9c
0x718415f0	1	csibm855	0x71641eb8
0x71841610	1	koi8-r	0x71641f18
0x71841618	1	latin5	0x71641f30
0x71841620	1	iso-8859-5	0x71641f48
0x71841630	1	iso_8859_5	0x71641f60
0x71841640	1	maccyrillic	0x71641f78
0x71841650	2	x-mac-cyrillic	0x71641f90,0x71648b90
0x71841660	1	utf-16le	0x71641fa8
0x71841670	1	utf16le	0x71641fc0
0x71841678	1	utf-16be	0x71641fd8
0x71841688	1	utf16be	0x71641ff4
0x718416a8	1	iexcl;	0x7164468c
0x718416c8	1	pound;	0x716446bc
0x718416d8	1	curren;	0x716446d4
0x718416f8	1	brvbar;	0x71644704
0x71841748	1	laquo;	0x7164477c
0x718417a8	1	plusmn;	0x7164480c
0x718417d8	1	acute;	0x71644854
0x718417e8	1	micro;	0x7164486c
0x71841808	1	middot;	0x7164489c
0x71841818	1	cedil;	0x716448b4
0x71841848	1	raquo;	0x716448fc
0x71841858	1	frac14;	0x71644914
0x71841868	1	frac12;	0x7164492c
0x71841878	1	frac34;	0x71644944
0x71841888	1	iquest;	0x7164495c
0x718418b8	1	ndash;	0x71644998
0x718418c8	1	mdash;	0x716449b0
0x718418d8	1	Agrave;	0x716449c8
0x718418e8	1	Aacute;	0x716449e0
0x718418f8	1	Acirc;	0x716449f8
0x71841908	1	Atilde;	0x71644a10
0x71841928	1	Aring;	0x71644a40
0x71841938	1	AElig;	0x71644a58
0x71841948	1	Ccedil;	0x71644a70
0x71841958	1	Egrave;	0x71644a88
0x71841968	1	Eacute;	0x71644aa0
0x71841978	1	Ecirc;	0x71644ab8
0x71841998	1	Igrave;	0x71644ae8
0x718419a8	1	Iacute;	0x71644b00
0x718419b8	1	Icirc;	0x71644b18
0x718419e8	1	Ntilde;	0x71644b60
0x718419f8	1	Ograve;	0x71644b78
0x71841a08	1	Oacute;	0x71644b90
0x71841a18	1	Ocirc;	0x71644ba8
0x71841a28	1	Otilde;	0x71644bc0
0x71841a48	1	Oslash;	0x71644c04
0x71841a58	1	Ugrave;	0x71644c1c
0x71841a68	1	Uacute;	0x71644c34
0x71841a78	1	Ucirc;	0x71644c4c
0x71841a98	1	Yacute;	0x71644c7c
0x71841aa8	1	THORN;	0x71644c94
0x71841ab8	1	szlig;	0x71644cac
0x71841ac8	1	agrave;	0x71644cc4
0x71841ad8	1	aacute;	0x71644cdc
0x71841ae8	1	acirc;	0x71644cf4
0x71841af8	1	atilde;	0x71644d0c
0x71841b18	1	aring;	0x71644d3c
0x71841b28	1	aelig;	0x71644d54
0x71841b38	1	ccedil;	0x71644d6c
0x71841b48	1	egrave;	0x71644d84
0x71841b58	1	eacute;	0x71644d9c
0x71841b68	1	ecirc;	0x71644db4
0x71841b88	1	igrave;	0x71644de4
0x71841b98	1	iacute;	0x71644dfc
0x71841ba8	1	icirc;	0x71644e14
0x71841bd8	1	ntilde;	0x71644e5c
0x71841be8	1	ograve;	0x71644e74
0x71841bf8	1	oacute;	0x71644e8c
0x71841c08	1	ocirc;	0x71644ea4
0x71841c18	1	otilde;	0x71644ebc
0x71841c38	1	oslash;	0x71644efc
0x71841c48	1	ugrave;	0x71644f14
0x71841c58	1	uacute;	0x71644f2c
0x71841c68	1	ucirc;	0x71644f44
0x71841c88	1	yacute;	0x71644f74
0x71841c98	1	thorn;	0x71644f8c
0x71841cb8	1	OElig;	0x71644fbc
0x71841cc8	1	oelig;	0x71644fd4
0x71841cd8	1	Scaron;	0x71644fec
0x71841ce8	1	scaron;	0x71645004
0x71841d18	1	tilde;	0x7164504c
0x71841d48	1	thinsp;	0x71645094
0x71841d58	1	lsquo;	0x716450ac
0x71841d68	1	rsquo;	0x716450c4
0x71841d78	1	sbquo;	0x716450dc
0x71841d88	1	ldquo;	0x716450f4
0x71841d98	1	rdquo;	0x7164510c
0x71841da8	1	bdquo;	0x71645124
0x71841db8	1	dagger;	0x7164513c
0x71841dc8	1	Dagger;	0x71645154
0x71841dd8	1	permil;	0x7164516c
0x71841de8	1	lsaquo;	0x71645184
0x71841df8	1	rsaquo;	0x7164519c
0x71841e28	1	Alpha;	0x716451e4
0x71841e48	1	Gamma;	0x71645214
0x71841e58	1	Delta;	0x7164522c
0x71841e68	1	Epsilon;	0x71645244
0x71841ea0	1	Theta;	0x7164528c
0x71841ec0	1	Kappa;	0x716452bc
0x71841ed0	1	Lambda;	0x716452d4
0x71841f10	1	Omicron;	0x71645334
0x71841f48	1	Sigma;	0x7164537c
0x71841f68	1	Upsilon;	0x716453ac
0x71841fb0	1	Omega;	0x7164540c
0x71841fc0	1	alpha;	0x71645424
0x71841fe0	1	gamma;	0x71645454
0x71841ff0	1	delta;	0x7164546c
0x71842000	1	epsilon;	0x71645484
0x71842038	1	theta;	0x716454cc
0x71842058	1	kappa;	0x716454fc
0x71842068	1	lambda;	0x71645514
0x718420a8	1	omicron;	0x71645574
0x718420e0	1	sigmaf;	0x716455bc
0x718420f0	1	sigma;	0x716455d4
0x71842110	1	upsilon;	0x71645604
0x71842158	1	omega;	0x71645664
0x71842160	1	thetasym;	0x71645688
0x71842178	1	upsih;	0x71645708
0x718421a8	1	hellip;	0x71645754
0x718421b8	1	prime;	0x7164576c
0x718421c8	1	Prime;	0x71645784
0x718421d8	1	oline;	0x7164579c
0x718421e8	1	frasl;	0x716457b4
0x718421f8	1	weierp;	0x716457cc
0x71842208	1	image;	0x716457e4
0x71842228	1	trade;	0x71645814
0x71842290	1	crarr;	0x7164593c
0x718422f0	1	forall;	0x716459cc
0x71842310	1	exist;	0x716459fc
0x71842320	1	empty;	0x71645a14
0x71842330	1	nabla;	0x71645a2c
0x71842350	1	notin;	0x71645a5c
0x71842390	1	minus;	0x71645abc
0x718423a0	1	lowast;	0x71645ad4
0x718423b0	1	radic;	0x71645aec
0x718423d0	1	infin;	0x71645b1c
0x71842440	1	there4;	0x71645bc4
0x71842470	1	asymp;	0x71645c0c
0x71842490	1	equiv;	0x71645c3c
0x71842510	1	oplus;	0x71645cfc
0x71842520	1	otimes;	0x71645d14
0x71842550	1	lceil;	0x71645d5c
0x71842560	1	rceil;	0x71645d74
0x71842570	1	lfloor;	0x71645d8c
0x71842580	1	rfloor;	0x71645da4
0x718425c0	1	spades;	0x71645e04
0x718425d0	1	clubs;	0x71645e1c
0x718425e0	1	hearts;	0x71645e34
0x718425f0	1	diams;	0x71645e54
0x718425f8	2	encoding	0x7164896c,0x716489cc
0x71842608	7	Encoding set to {}	0x71648b54,0x71648bb4,0x71648c70,0x71648ca4,0x71648cd8
0x71842620	1	Windows-1251	0x71648b30
0x71842630	1	IBM866	0x71648c4c
0x71842638	1	KOI8-R	0x71648dc0
0x71842640	1	ISO 8859-5	0x71648c84
0x71842650	1	IBM855	0x71648d34
0x71842658	2	_ANNOTATION_	0x7164bb40,0x71650a24
0x71842668	1	n([0-9]+)	0x7164f5d4
0x71842678	1	n_([0-9]+)	0x7164f600
0x71842688	1	note_([0-9]+)	0x7164f62c
0x71842698	1	note([0-9]+)	0x7164f658
0x718426a8	1	footnote_([0-9]+)	0x7164f684
0x718426c0	1	footnote([0-9]+)	0x7164f6b0
0x718426d8	1	FbAutId_([0-9]+)	0x7164f6dc
0x718426f0	1	.*_n_([0-9]+)	0x7164f708
0x71842700	1	.*_n([0-9]+)	0x7164f734
0x71842710	1	.*_note([0-9]+)	0x7164f760
0x71842720	1	.*_note_([0-9]+)	0x7164f78c
0x71842738	1	c_([0-9]+)	0x7164f7b8
0x71842770	3	basic_string::_M_replace	0x7164cb6c,0x717e2a48,0x717f35a8
0x718428f8	1	Image '{}' not found	0x71658a00
0x71842910	1	{}: Exception during image creation and publishing: {}	0x71658ca0
0x718429d0	1	FictionBook	0x71659018
0x718429e0	1	book-title	0x7165919c
0x718429f0	1	sequence	0x71658e78
0x71842a00	1	first-name	0x71658e98
0x71842a10	1	middle-name	0x71658eb0
0x71842a20	1	last-name	0x71658ec8
0x71842a30	1	author	0x71658ee0
0x71842a40	1	description	0x71658f28
0x71842a78	1	Unknown font style	0x71659878
0x71842a90	1	Can not determine image size	0x7165ab88
0x71842ab0	1	Invalid box! {} {}x{} @ {}x{}	0x7165d238
0x71842ad0	1	Invalid hrule! {}x{} @ {}x{}	0x7165d670
0x71842af0	1	Invalid image! {}x{} @ {}x{}	0x7165d9d4
0x71842b40	6	number is too big	0x71664a40,0x71664bc4,0x71667d80,0x7166b278,0x7166b6c8
0x71842b58	2	string pointer is null	0x71665508,0x71670518
0x71842b70	17	0123456789abcdef	0x71665ba8,0x716672f8,0x71667368,0x71667448,0x71667498
0x71842ba8	2	cannot switch from manual to automatic argument indexing	0x71664d8c,0x71670d28
0x71842be8	2	cannot switch from automatic to manual argument indexing	0x71664d80,0x71670cec
0x71842c28	3	invalid format string	0x71664cc4,0x71670d00,0x71670d5c
0x71842c40	2	invalid format specifier	0x71664e58,0x71664fd0
0x71842c60	1	format specifier requires numeric argument	0x716652d4
0x71842c90	1	invalid precision	0x716652e0
0x71842ca8	1	invalid fill character '{'	0x716652c8
0x71842cc8	5	argument not found	0x71666d2c,0x7166fcbc,0x716706d4,0x71670d50,0x71670dc8
0x71842ce0	1	width/precision is not integer	0x71666dd8
0x71842d00	1	width/precision is out of range	0x71666d84
0x71842d40	1	invalid format specifier for char	0x71670504
0x71842d68	1	missing '}' in format string	0x71670854
0x71842d88	1	unknown format specifier	0x71670d3c
0x71842da8	1	unmatched '}' in format string	0x71670d14
0x71842df0	1	"*:<>?|	0x7167e498
0x71842e00	2	+,;=[]	0x7167e990,0x7168230c
0x71842e08	1	*:<>|"?	0x71681ed4
0x71842e18	1	Could not decode alpha data.	0x71688d20
0x71842e38	1	Frame setup failed	0x716891dc
0x71842e50	1	thread initialization failed.	0x716895ec
0x71842e70	1	no memory during frame initialization.	0x7168961c
0x71842e98	1	Truncated header.	0x7168be94
0x71842eb0	1	Incorrect keyframe parameters.	0x7168be64
0x71842ed0	1	Frame not displayable.	0x7168bfa0
0x71842ee8	1	cannot parse picture header	0x7168be34
0x71842f08	1	Bad code word	0x7168c0cc
0x71842f18	1	bad partition length	0x7168bf6c
0x71842f30	1	cannot parse segment header	0x7168c010
0x71842f50	1	cannot parse filter header	0x7168c0ac
0x71842f70	1	cannot parse partitions	0x7168c38c
0x71842f88	1	Not a key frame.	0x7168c240
0x71842fa0	1	null VP8Io passed to VP8GetHeaders()	0x7168c4d0
0x71842fc8	1	NULL VP8Io parameter in VP8Decode().	0x7168ca1c
0x71842ff0	1	Premature end-of-partition0 encountered.	0x7168cb88
0x71843020	1	Premature end-of-file encountered.	0x7168cac4
0x71843048	1	Output aborted.	0x7168cb9c
0x71843060	1	easy handle already used in multi handle	0x716a157c
0x71843090	1	unknown proxytype option given	0x716a1714
0x718430b0	1	getpeername() failed with errno %d: %s	0x716a1a94
0x718430d8	2	getsockname() failed with errno %d: %s	0x716a1b7c,0x716a2608
0x71843100	1	ssrem inet_ntop() failed with errno %d: %s	0x716a1a14
0x71843130	1	ssloc inet_ntop() failed with errno %d: %s	0x716a1b38
0x71843160	1	  Trying %s:%ld...	0x716a1fec
0x71843178	1	sa_addr inet_ntop() failed with errno %d: %s	0x716a1f88
0x718431a8	1	Could not set TCP_NODELAY: %s	0x716a24f8
0x718431c8	1	Failed to set SO_KEEPALIVE on fd %d	0x716a25d0
0x718431f0	1	Failed to set TCP_KEEPIDLE on fd %d	0x716a2740
0x71843218	1	Failed to set TCP_KEEPINTVL on fd %d	0x716a2248
0x71843248	1	Couldn't bind to interface '%s'	0x716a2758
0x71843268	1	Local Interface %s is ip %s using address family %i	0x716a23ec
0x718432a0	1	Name '%s' family %i resolved to '%s' family %i	0x716a26e0
0x718432d0	1	Couldn't bind to '%s'	0x716a2368
0x718432e8	1	Local port: %hu	0x716a256c
0x71843300	1	Bind to local port %hu failed, trying next	0x716a2440
0x71843330	1	bind failed with errno %d: %s	0x716a25b4
0x71843350	1	Immediate connect fail for %s: %s	0x716a2154
0x71843378	2	Could not set SO_NOSIGPIPE: %s	0x716a23cc,0x716a2524
0x71843398	3	Connection time-out	0x716a2c5c,0x716a2e5c,0x716ce0e8
0x718433b0	1	After %ldms connect time, move on!	0x716a2c38
0x718433d8	1	Connection failed	0x716a2928
0x718433f0	1	connect to %s port %ld failed: %s	0x716a2910
0x71843418	1	Failed to connect to %s port %ld: %s	0x716a2a94
0x71843440	1	Internal error removing splay node = %d	0x716a44b8
0x71843470	1	Connection #%ld to host %s left intact	0x716a4858
0x71843498	1	In state %d with no conn, bail out!	0x716a5bbc
0x718434c0	1	Resolving timed out after %ld milliseconds	0x716a5b44
0x718434f0	1	Connection timed out after %ld milliseconds	0x716a5b78
0x71843520	2	Operation timed out after %ld milliseconds with %ld out of %	0x716a4c58,0x716c97b0
0x71843570	2	Operation timed out after %ld milliseconds with %ld bytes re	0x716a5aa8,0x716c988c
0x718435b8	1	Transfer was pending, now try another	0x716a575c
0x718435e0	1	Hostname '%s' was found in DNS cache	0x716a5294
0x71843608	1	Internal error clearing splay node = %d	0x716a6138
0x71843638	2	Digest	0x716a64fc,0x716bc294
0x71843640	2	Proxy-	0x716a667c,0x716bc474
0x71843648	1	%sAuthorization: Digest %s	0x716a6664
0x71843668	1	Unsupported protocol	0x716a6bb4
0x71843680	1	Failed initialization	0x716a6b9c
0x71843698	1	URL using bad/illegal format or missing URL	0x716a6b90
0x718436c8	1	A requested feature, protocol or option was not found built-	0x716a6b84
0x71843738	1	Couldn't resolve proxy name	0x716a6b78
0x71843758	1	Couldn't resolve host name	0x716a6b6c
0x71843778	1	Couldn't connect to server	0x716a6b60
0x71843798	1	Weird server reply	0x716a6b54
0x718437b0	1	Access denied to remote resource	0x716a6b48
0x718437d8	1	FTP: The server failed to connect to data port	0x716a6b3c
0x71843808	1	FTP: Accepting server connect has timed out	0x716a6b24
0x71843838	1	FTP: The server did not accept the PRET command.	0x716a683c
0x71843870	1	FTP: unknown PASS reply	0x716a6b30
0x71843888	1	FTP: unknown PASV reply	0x716a6b18
0x718438a0	1	FTP: unknown 227 response format	0x716a6b0c
0x718438c8	1	FTP: can't figure out the host in the PASV response	0x716a6b00
0x71843900	1	Error in the HTTP2 framing layer	0x716a6af4
0x71843928	1	FTP: couldn't set file type	0x716a6ae8
0x71843948	1	Transferred a partial file	0x716a6adc
0x71843968	1	FTP: couldn't retrieve (RETR failed) the specified file	0x716a6ad0
0x718439a0	1	Quote command returned error	0x716a6ac4
0x718439c0	1	HTTP response code said error	0x716a6ab8
0x718439e0	1	Failed writing received data to disk/application	0x716a6aac
0x71843a18	1	Upload failed (at start/before it took off)	0x716a6aa0
0x71843a48	1	Failed to open/read local data from file/application	0x716a6a94
0x71843a80	9	Out of memory	0x716a6a88,0x716b62a8,0x716b66ac,0x716b6a70,0x716caab4
0x71843a90	1	Timeout was reached	0x716a6a7c
0x71843aa8	1	FTP: command PORT failed	0x716a6a70
0x71843ac8	1	FTP: command REST failed	0x716a6a64
0x71843ae8	1	Requested range was not delivered by the server	0x716a6a58
0x71843b18	1	Internal problem setting up the POST	0x716a6a4c
0x71843b40	1	SSL connect error	0x716a6a40
0x71843b58	1	Couldn't resume download	0x716a6a34
0x71843b78	1	Couldn't read a file:// file	0x716a6a28
0x71843b98	1	LDAP: cannot bind	0x716a6a1c
0x71843bb0	1	LDAP: search failed	0x716a6a10
0x71843bc8	1	A required function in the library was not found	0x716a6a04
0x71843c00	1	Operation was aborted by an application callback	0x716a69f8
0x71843c38	1	A libcurl function was given a bad argument	0x716a69ec
0x71843c68	1	Failed binding local connection end	0x716a69e0
0x71843c90	1	Number of redirects hit maximum amount	0x716a69d4
0x71843cb8	1	An unknown option was passed in to libcurl	0x716a69c8
0x71843ce8	1	Malformed telnet option	0x716a69bc
0x71843d00	1	Server returned nothing (no headers, no data)	0x716a69b0
0x71843d30	1	SSL crypto engine not found	0x716a69a4
0x71843d50	1	Can not set SSL crypto engine as default	0x716a6998
0x71843d80	1	Failed to initialise SSL crypto engine	0x716a6914
0x71843da8	1	Failed sending data to the peer	0x716a698c
0x71843dc8	1	Failure when receiving data from the peer	0x716a6980
0x71843df8	1	Problem with the local SSL certificate	0x716a6974
0x71843e20	1	Couldn't use specified SSL cipher	0x716a6968
0x71843e48	1	SSL peer certificate or SSH remote key was not OK	0x716a695c
0x71843e80	1	Problem with the SSL CA cert (path? access rights?)	0x716a6890
0x71843eb8	1	Unrecognized or bad HTTP Content or Transfer-Encoding	0x716a6950
0x71843ef0	1	Invalid LDAP URL	0x716a6944
0x71843f08	3	Maximum file size exceeded	0x716a6938,0x716c0308,0x716def94
0x71843f28	1	Requested SSL level failed	0x716a692c
0x71843f48	1	Failed to shut down the SSL connection	0x716a686c
0x71843f70	1	Failed to load CRL file (path? access rights?, format?)	0x716a6854
0x71843fa8	1	Issuer check against peer certificate failed	0x716a6848
0x71843fd8	1	Send failed since rewinding of the data stream failed	0x716a6920
0x71844010	1	Login denied	0x716a6908
0x71844020	1	TFTP: File Not Found	0x716a68fc
0x71844038	1	TFTP: Access Violation	0x716a68f0
0x71844050	1	Disk full or allocation exceeded	0x716a68e4
0x71844078	1	TFTP: Illegal operation	0x716a68d8
0x71844090	1	TFTP: Unknown transfer ID	0x716a68cc
0x718440b0	1	Remote file already exists	0x716a68c0
0x718440d0	1	TFTP: No such user	0x716a68b4
0x718440e8	1	Conversion failed	0x716a68a8
0x71844100	1	Caller must register CURLOPT_CONV_ callback options	0x716a689c
0x71844138	1	Remote file not found	0x716a6884
0x71844150	1	Error in the SSH layer	0x716a6878
0x71844168	1	Socket not ready for send/recv	0x716a6860
0x71844188	1	RTSP CSeq mismatch or invalid CSeq	0x716a6830
0x718441b0	1	RTSP session error	0x716a6824
0x718441c8	1	Unable to parse FTP file list	0x716a6818
0x718441e8	1	Chunk callback failed	0x716a680c
0x71844200	1	The max connection limit is reached	0x716a6800
0x71844228	1	SSL public key does not match pinned public key	0x716a67f4
0x71844258	1	SSL server certificate status verification FAILED	0x716a67e8
0x71844290	1	Stream error in the HTTP/2 framing layer	0x716a67dc
0x718442c0	1	API function called from within callback	0x716a67d0
0x718442f0	1	An authentication function returned an error	0x716a67c4
0x71844320	1	HTTP/3 error	0x716a67b8
0x71844330	1	QUIC connection error	0x716a67ac
0x71844348	1	Unknown error %d	0x716a6ca8
